unix_time,readable_time_utc0,t0,t1,t0_fees,t1_fees,t0_t1_name,total_value,unclaimed,rate
1761337806,2025-10-24 20:30:06,68243.53143259973,52102.255365673496,74.07989677343684,78.06511908638403,Aster/Tether USD,128189.23938549362,160.65926103165077,1.114933275323932
1761339608,2025-10-24 21:00:08,67829.679603072,52564.6814431907,75.66289491780321,80.63110225465675,Aster/Tether USD,128508.5276731207,165.3452169397681,1.1196256074677156
1761341406,2025-10-24 21:30:06,67919.12569947085,52464.57280716656,76.97458655164289,81.92796705963465,Aster/Tether USD,128440.15979123287,168.03315960869668,1.1186184480678354
1761343209,2025-10-24 22:00:09,67334.91506725123,53120.06775764351,76.97460168330929,83.04511828040114,Aster/Tether USD,128887.83742512726,169.65982455518204,1.1252374728892156
1761345007,2025-10-24 22:30:07,67802.99251277873,52594.56737524704,78.29927911527135,83.63518322726289,Aster/Tether USD,128531.31052299487,171.3273635644299,1.1199615287398437
1761346807,2025-10-24 23:00:07,67732.17492336745,52673.91268531146,78.85418985059856,84.39339144017234,Aster/Tether USD,128584.45899119662,172.76888856305908,1.1207457370410852
1761348607,2025-10-24 23:30:07,68036.0343254309,52333.86455430902,79.49444492544406,84.53011283707286,Aster/Tether USD,128348.95938362766,173.34742603477895,1.1172769780455192
1761350412,2025-10-25 00:00:12,68056.08800699511,52311.459318403686,79.84744157244114,84.88640484960503,Aster/Tether USD,128333.75444521077,174.08027340867773,1.1170535561637507
1761352207,2025-10-25 00:30:07,68653.02122663026,51646.60354340176,80.89924861309136,84.92479753908752,Aster/Tether USD,127876.970951717,174.75302846973798,1.1103716347263353
1761354010,2025-10-25 01:00:10,68510.2248681235,51805.283515412884,81.03925353829074,85.35094466304808,Aster/Tether USD,127983.6636852804,175.46069217308107,1.111927165857426
1761355807,2025-10-25 01:30:07,66828.32726234588,53691.624967350035,81.27717275202137,88.83451721410736,Aster/Tether USD,129281.39007740802,180.76742424343763,1.1311036532953698
1761357609,2025-10-25 02:00:09,66214.76844690347,54387.83215314294,82.34802553779998,91.23548438128941,Aster/Tether USD,129756.90766741644,184.96826787937948,1.1382517417501914
1761359407,2025-10-25 02:30:07,65622.36018667431,55064.19231258091,83.3599230336679,93.54304994460975,Aster/Tether USD,130208.4513445584,188.99861770396106,1.1451014382630627
1761361208,2025-10-25 03:00:08,66206.56026000033,54397.17558547889,84.35555988295935,93.54305865488956,Aster/Tether USD,129756.90811671328,189.56092161798063,1.1382517417501914
1761364735,2025-10-25 03:58,65991.61050122468,54642.13345734583,86,95,Aster/Tether USD,129922.62582710535,193.07075551647506,1.1407585266973057
1761364907,2025-10-25 04:01,66003.75,54628.29,85.64,95.4,Aster/Tether USD,129915.1,193.08,1.1406445
1761365007,2025-10-25 04:03,66003.75,54628.29,85.64,95.4,?Unknown?/?Unknown?,129915.1,193.08,1.1406445
1761365078,2025-10-25 04:04,66003.75,54628.29,85.64,95.4,Aster/Tether USD,129915.1,193.08,1.1406445
